community_title,community_content,status,post_status,member_id
기타 고민상담고민상담,면도기로 털을 밀면 두껍게자라나요?수염이 면도기로 미니깐 두껍게 자라는거같은데 면도기로 밀면 두껍게 자라는걸까요? 뽑으면 다시 얇아지는지도 궁금합니다 알려주세요..,0,2,2
기타 고민상담고민상담,요즘 사는게 너무 우울하고 의욕도 없어요 재미도 없고요 이런것도 우울증일까요?현재 20대 후반에 서비스직에서 아르바이트하고있는 사람입니다매번 루트는 집아니면 직장이고집에서는 알바라는 이유로 직장내에서 스트레스 받는걸 털어놓으면 넌 편한거다 우리가 더 힘들다 식으로 묻어버려서 그냥 가족들한테는 말안한지 오래입니다이직이야 몇번 시도했는데 재수없게도 그때 당시 코로나 19가 심했던때라 무산도 많이 되었고 현재는 제가 호흡기쪽으로 자주 아파서 계속 병원에 다니는지라 이직을 한다해도 이직할곳에 아픈걸 설명하기도 너무 힘들어서 그냥 쳇바퀴 돌리는 인생을 반복하고있어요제가 멘탈이 약한건지 이런 삶을 계속하니 왜 사는건지 돈을 버는건지도 모르겠고이제까지하던 모든 취미생활도 다 재미를 잃어서 새벽에 갑자기 우는일도 많고 일상생활하는것도 의욕이 없고 안좋은일 생기면 다 내탓인거같고 그렇습니다.이런게 우울증인걸까요?,0,2,2
생활꿀팁생활,감기 빨리 낫는 법 알려주세요.!!!감기 걸려서 주변 사람들에게도 피해가 많이 가는 거 같고 저도 너무 힘들어서 빨리 낫고 싶어요. 평소 잘 아프지도 않고 감기 걸릴 일도 없었는데 빨리 낫고 싶네요.,0,2,2
생활꿀팁생활,탄산빠진 콜라나 탄산음료들 사용처?집에 가끔 큰통으로 콜라같은 음료들 그냥 버리기엔 아까운데 따로 사용할때가 있을까요? 그냥버린적이 많은데 사용처가있다면 알려주세요,0,2,2
생활꿀팁생활,밤에 잠이 잘 오지 않아서 걱정입니다ㅠ요즘 밤에 잠이 잘 오지 않아서 걱정입니다 침대에 누우면 정신이 말똥말똥하고 다응날 비몽사몽합니다 피곤하구요 잠잘수있는방법있나요?,0,2,2
생활꿀팁생활,"인스타그램에서 특정 사람의 활동에 대한 알람이 계속 와요. 안오게 할 수 있나요?딱히 무엇을 한거 같지는 않은데, 서로 팔로우 한 사이이고요.그런데 그 사람이 게시글을 올리거나 댓글을 달거나 하는 것에 대한 알람이 저한테 계속 와요. 제가 태그되어 있지도 않고, 좋아요도 누른적 없는 게시물인데도 계속 그 사람이 활동하면 알람이 오네요.이 사람 활동에 대한 알람을 안오게 하고 싶은데, 어떻게 해야할지 모르겠어요.",0,2,2
생활꿀팁생활,요즘 가격거품을 뺀 화장품들이 많이 등장하는데 어떤가요?여러 샵에 가보면 이제는 브랜드 보다 가성비를 중점으로 한 화장품들이 많이 출시되고 있는데 성능에는 문제가 없을까요? 3천원에서 5천원 사이에 많은 화장품이 출시됬더군요!,0,2,2
생활꿀팁생활,"거위는 닐스의 모험처럼 날 수 있나요?TV를 보다가 푸아그라가 나왔는데 남편이 거위가 잘 날지 못해서 요리하지 않았을까라고 하네요. 거위는 정말 멀리, 날 수 없나요?",0,2,2
생활꿀팁생활,"수타 짜장면은 일반적으로 몇가닥이 될 때까지 접나요?수타 짜장면을 만드는 방법은 밀가루를 반죽하여 한가닥부터 시작해서 접을 때마다 2, 4, 8, 16 등 2배수의 가닥 수로 늘어납니다. 수타 짜장면은 일반적으로 몇가닥이 될 때까지 접나요?",0,2,2
생활꿀팁생활,김민재 선수의 앞으로의 전망이 어떻게 될까요???안녕하세요요즘 핫한 구단 뮌헨인데요 지금 투헬 감독의 잔류로 김민재 선수의 앞으로의 이적이 어떻게 될지 많은 뉴스들이 나오고 있는데 여러분들은 어떻게 될거 같나요???,0,2,2
생활꿀팁생활,파스타 면을 불지 않게 장기간 보관하는 방법은?올리브유를 발라서 밀봉시켜 두면 된다고 하는데 아무래도 딱딱해지고 뚝뚝 끊어지는 느낌이 많습니다. 면을 한두시간정도 보관해두는 방법은 뭐가 가장 좋은가요?,0,2,2
생활꿀팁생활,피자를 냉동했다가 꺼내서 데워 먹으려고 하는데 어떤 방법이 가장 좋을까요?오븐이나 전자레인지 에어프라이기 어떤 제품에 피자를 데워 먹어야 가장 처음과 같은 맛으로 맛있게 먹을 수 있을까요? 잘못하면 피자가 딱딱해지더라고요,0,2,2
생활꿀팁생활,인간은 섭씨 몇도(최고온도)까지에서 견디고 살까요?아직도 봄인데 한낮은 온도는 30여도의 여름날씨 올 여름도 무더위가 예상 돼는데 세계에서 가장 더운날씨에 사는 열대지방에서는인간이 극한의 날씨 섭씨 몇도에도 견디고 실수있을까요.반면 우리나라에서는 몇도로 예상하나요,0,2,2
생활꿀팁생활,카카오 페이 만보기 어떻게 끄는지 아시나요?제가 이전에 포인트 모으려고 카카오페이 앱에서 만보기를 켜서 쓰고 있었는데 생각보다 포인트도 얼마 안되고 배터리도 빨리 닳아서 만보기 기능을 끌려고 하는데요. 이걸 어디서 어떻게 끄는지 모르겠습니다. 혹시 아시면 알려주세요~,0,2,2
생활꿀팁생활,2리터 페트병에 대추방울토마토 키울수있을까요 몇센티까지 자랄까요 저 그리고 밑부분에 까는 자갈을 사려고 하는데 이것을 무슨돌이라고 하나요2리터 페트병에 대추방울토마토 키울수있을까요 몇센티까지 자랄까요 저 그리고 밑부분에 까는 자갈을 사려고 하는데 이것을 무슨돌이라고 하나요,0,2,2
생활꿀팁생활,스타벅스 텀블러 교환권으로 다른 텀블러 교환이 가능한가요?스타벅스 텀블러는 일부러 모으는 분들도 많고 선물용으로 인기많습니다. 그래서 구매할 때 교환권을 주고 다른 매장에서도 교환 가능한데요. 그렇다면 교환권으로 다른 텀블러 교환이 가능한가요?,0,2,2
생활꿀팁생활,회사 사무실에서는 보통 텐키리스 키보드를 잘 사용하지 않나요?회사에서 사람들이 쓰는 키보드를 보면 텐키리스 키보드는 거의 보이지 않는 것 같더라고요. 실제로 회사에서는 텐키리스 키보드를 잘 사용하지 않는 편인가요?,0,2,2
생활꿀팁생활,차만 타면 잠이 오는 이유가 따로 있는 것인가요?저는 평소에 별로 졸립지 않다가도 달리는 차에만 타면 잠이 쏟아지고는 하는데요. 인터넷에 검색해보니 이런 현상이 저만 겪는 것은 아니라는 것을 알게 되었습니다. 차만 타면 사람이 잠이 오게 되는 이유가 무엇인지 궁금합니다.,0,2,2
생활꿀팁생활,컴퓨터 버리려하는데 어떻게 버려야될까요안쓰는 컴퓨터 버리려하는데 어떻게 처리해야될까요?내부 그래픽카드랑 하드랑 넣어져있는채로 버려도 될까요? 케이블이랑 이런거 처리도 궁금하네요,0,2,2
기타 의료상담건강상담,고등학생도 모발심기 가능한가요??나이17성별남성고등학생도 모발심기 가능한가요?가능하다면 가격은 얼마인가요?부모님 동의가 무조건 필요한가요?어디 병원에서 어떻게 해야하나요,0,2,2
기타 의료상담건강상담,"어떤 특정 행위일때 짝눈되는 증상 치료 문의 드립니다.나이45성별여성복용중인 약없음기저질환빈혈 약간어떤 특정 행위일때 짝눈되는 증상 치료 문의 드립니다.음식을 씹을때나 하품을 할 때 ""한쪽 눈은 커지고, 한쪽 눈은 작아지는"" 증상은 어디에 문제가 있는건지 궁금합니다.신경문제인지, 눈 근육과 관련된 문제인지 잘 모르겠습니다. 혹시 치료 방법 있을까요?",0,2,2
기타 의료상담건강상담,성장기에 겨드랑이에 털이 나면 키가 안크나요?나이16성별남성성장기에 있는 중3 남학생이 있는데 겨드랑이에 털이 나면 키가 안크나요?근거가 있는 이야기아건지 더 자랄 키를 가늠할 수 있는게 있을까요?,0,2,2
기타 의료상담건강상담,우측 가슴에 좌측과는 다르게 동그랗고 약간 납작한 게 만져져요나이18성별여성얼마전부터 왼쪽가슴은 안아픈데 오른쪽 가슴이 자꾸 답답하거나 살짝 아파왔습니다. 생리중이라 그런가하고 넘기려고 하다가 불편해서 꾹꾹 눌러보다가 오른쪽 가슴에서 두껍고 눌린공 같은 모양의 뭔가가 만져졌습니다. 아랫쪽을 누르면 띠릿하게 아파와요. 왼쪽에도 있는건가 싶어 왼쪽도 눌러보았는데 왼쪽에는 아무것도 만져지지 않았습니다. 혹시 뭐 문제가 있거나 그런 건 아니겠죠?,0,2,2
기타 의료상담건강상담,"모기인지 벌레인지에 물렸는데요...나이58성별여성복용중인 약고지혈증약기저질환고지혈증주말농장에서 귀 윗쪽부분을 벌레에 물렸는데 심하게 가렵고 부어올랐으며 열감도 있는데 왜그럴까요? 당직병원서 주사맞고 약받아서 먹었는데도 똑같아요...



개인 정보가 담긴 콘텐츠일 수 있어요.질문의 내용을 확인하고[사진 보기]를 눌러주세요.

사진보기",0,2,2
기타 의료상담건강상담,궁금한것이 있는데 알려주실수 있으신가요?나이27성별남성1. 제가 어쩌다보니 양치를 몇달동안 못하고 물로만 가글을 했습니다. 궁금한것은 이런 상태에서 갑자기 양치를 하면 괜찮은가요? 유튜브에서 보니까 샤워를 안하다가 갑자기 하면은 건강에 안좋다고 그러던데 위험하다고요... 그래서 양치도 그런거 아닌가 궁금한데 괜찮은건가요?2. 제가 오늘 아침에 배가 아파서 지하철타고 가다가 중간에 내려서 화장실을 갔는데요.. 설사여서 그런건지 팬타에 똥물이라고 해야하나... 그게 묻었더라고요... 그래서 휴지로 대충닦고 나서 변을 보고 나서 일을 했습니다. 그러고나서 저녁을 먹는데 갑자기 배도 아프고 속이 살짝 안좋더라고요... 뷔페를 먹는데요... 그러다가 괜찮아져서 다시 먹고 왔습니다.그리고 어제부터 자고 일어나면은 머리가 아프던데 이게 선풍기를 발쪽으로 해두고 3시간으로 해서 그런건지 아님 양치를 안하고 자서 그런건지 궁금합니다.. 샤워는 합니다..그리고 더러운 팬티를 입고 종일 있다가 이제 집에 와서이따가 샤워를 하려고 하는데 괜찮을까요? 피부나 건강에 안좋을까요?제가 불안장애가 있는데 약은 먹는중이기는 합니다...그런데도 이렇더라고요.. 자다가 잘못될까봐 걱정인데 워치로 심박수를 재보면 또 괜찮더라고요... 이럼 걱정울을 안해도 되는건가요? 궁금하고 걱정이됩니다...그리고 더러운 얘기만 해서 죄송합니다...아 그리고 지금도 머리가 살짝 아픈데 이것도 걱정을 안해도 될까요?,0,2,2
기타 의료상담건강상담,"복숭아뼈랑 일직선상에 있는 발목뼈도 복숭아뼈인가요??나이36성별남성512일아기랑 아기엄마랑 놀다가 아기엄마(55kg)가 아기 사진부위를 모르고 살짝 밟고 지나갔어요!다행히 잘걷구 붓거나 하는건 없어서 괜찮을거같은데 아기발을 만져주다보니동그라미부분에듀 복숭아뼈보단 약간 작게 둥글게 만져지던데발목안쪽에도 만저지는둥근뼈는 이름이 뭔가요 ??그리구 3일정도 지났는데 아기가 잘걷구 안아파하면 병원을 갈필요 없겠죠?



개인 정보가 담긴 콘텐츠일 수 있어요.질문의 내용을 확인하고[사진 보기]를 눌러주세요.

사진보기",0,2,2
기타 의료상담건강상담,"아래 갈비뼈 관련 궁금한점이 이써요!나이36성별여성복용중인 약무기저질환무곧 17개월아기앉아있을때랑 누워있을때 갈비뼈인데요누워있을때 좀튀어나와보이는데 이건 자세 때문인가요?엑스레이는 몇번 찍어봤는데구조상 특별히 문제있다곤 안들어봤어요.항상 답변주셔서 감사합니다.



개인 정보가 담긴 콘텐츠일 수 있어요.질문의 내용을 확인하고[사진 보기]를 눌러주세요.

사진보기










개인 정보가 담긴 콘텐츠일 수 있어요.질문의 내용을 확인하고[사진 보기]를 눌러주세요.

사진보기",0,2,2
기타 의료상담건강상담,누워있으면 땅이 흔들리는 느낌이 나요나이26성별여성누워있을 때 땅이 흔들리는 것 같은데 왜 그런걸까요? 동반되는 다른 증상은 없습니다 며칠전부터 미치겠네요..ㅜㅜ 알려주시면 감사하겠습니다,0,2,2
기타 의료상담건강상담,하루에 정상변 7회 봐도 괜찮은가요??나이33성별여성안녕하세요16개월 아기인데하루에 2번~3번정도 대변을 봐요!잘먹는편인데 어제 1번 대변을 조금 봐서 그런지오늘 7번을 정상변으로 대변을 봤어요.양은 엄청 많진 않은데 횟수가 평소보다 많은데설사아닌 정상변 7회는 괜찮나요???,0,2,2
기타 의료상담건강상담,"갈비뼈 사이에 뼈가없는부분은 사진처럼 보일수있나요?나이36성별여성곧 17개월 아기를 씻기다보니 사진상 1번부분이 볼록하게 들어가보이구 멀리서보면 2번부분이 약간 음영져보이는데  또가까이찍으면 안보이네요 이건 신체구조가 그런가요? 남자아기인데 가슴살은 시간이 지나면 없어지는지도 궁금해요답변남겨주시는 분들 다들 감사합니다.



개인 정보가 담긴 콘텐츠일 수 있어요.질문의 내용을 확인하고[사진 보기]를 눌러주세요.

사진보기",0,2,2
기타 의료상담건강상담,"평소 예민한 편인데 요즘 유독 우울해요나이21성별남성안녕하세요.군에 입대한 지 3개월된 청년입니다.평소에도 한숨 소리나 짭짭대는 소리 같은 사소한 부분에도 민감하게 스트레스 받는 편이었습니다.군대 와서 전우들과 생활관을 같이 쓰니 요즘 들어 유독 심해진 것 같아요. 고등학생 때 기숙사에서 생활했었던 경험이 있었어서 괜찮을 줄 알았습니다.제 자리에 옆 사람 물건이 있다던가, 옆사람이 제 자리에 앉아있다던가, 한숨쉰다던가, 하품한다던가, 쩝쩝댄다던가 이런 사소한 것들로부터 스트레스 받고 있습니다.제 잘못이 아닌데도 제가 사과해야되는 경우도 있고 합니다.그래서 그런지 일주일 전쯤부터 가슴이 화끈거리고 답답해오기 시작했습니다. 속이 꽉 막힌 것 같은 느낌도 들고, 거의 항상 우울한 상태로 하루를 보내는 것 같습니다.제 옆에 사람이 있는 게 그렇게나 싫습니다.그것만으로도 스트레스 받아서 생활관보다 연병장에 앉아서 시간을 보내는 경우가 더 많은 것 같습니다.혼자 있다보니 더 우울해지고, 노래도 우울한 감정에 맞춰서 발라드 같은 것만 찾아서 듣다보니 더 우울해지는 것 같습니다.눈물은 원래부터 잘 안 나던 성격이라 울고 싶지만 눈물이 안 나오는 경우가 대부분입니다.사흘나흘 전쯤부터 거의 매일 아무 이유없이 이상한 생각이 들기도 합니다. 죽고싶은 마음은 없지만 사격 나가서 머리에 조준 격발하는 생각이 의도치 않게 스쳐 지나갑니다.부모님께 걱정만 끼치게 할 것 같아 말씀도 안 드렸고, 친한 사람들한테도 말하지 않고 있는 중입니다.정신의학과에 가서 진료받고 항우울제를 처방받고 싶지만, 중대장님이나 군의관님께 보고드리기에도 괜히 사람들 사이에서 관심병사로 낙인 찍힐 것 같아 누구에게도 말하지 못하고 있습니다.부대 규모가 작아서 소문이 퍼지는 게 꽤 빠른 편입니다.정신의학과에서 약을 타오면 전부 제출하고 매일 당직 사관님께 가서 받아먹어야 하는지라 다들 알게 될 것 같습니다.그래도 말씀 드리고 병원에 가야 할지 고민 중입니다.저도 제 상태가 그냥 조금 우울한 시기가 온 건지 병적으로 문제가 있는 건지 분간이 안 되어서 아무 것도 하지 못하고 있습니다.어릴 때 진로 때문에 부모님이랑 싸울 때 이랬었는데 최근 들어 다시 그래서 고민입니다.혹시 제가 정신의학적으로 병적인 증상이 있는지, 약을 처방받아서 복용하여야 하는 상태인지 여쭤보고 싶습니다.",0,2,2
기타 의료상담건강상담,팔꿈치 결림증상 관련 진료과목 문의드려요나이32성별남성팔꿈치 결림증상이 있고 + 덤벨 숄더프레스 시 통증으로 가동범위가 제한됩니다(팔을 내릴때 동작 시) 정형외과를 가야할까요? 아니면 한의원이나 통증의학과 등의 진료를 봐야할지요?,0,2,2
기타 의료상담건강상담,"고혈압약을 복용하고 있는데 저혈압이 올 수 있나요?나이65성별남성복용중인 약위 3가지 약을 아침식후 복용기저질환당뇨병, 고혈압. 고지혈증약 10년전 당뇨병 약을 먹기 시작했는데 2년 지난뒤 고혈압과 고지혈증 약을 추가로 먹게되어 현 약 8년간 고혈압 약을 먹고 있습니다.그런데 최근 어지렵고 가슴이 답답한 증상이 있더니만 아침 출근 하기전 실신하였습니다.병원 치료 결과, 이상 없다는 진단 결과인데 가끔씩 가슴이 답답하고 현기증이 일어나는데 고혈압 환자가 저혈압 증상이 나타나는 것 같습니다.고혈압 약을 복용하는 사람이 저혈압이 발생할 수 있나요가슴답답하고 어지렵고 현기증 증상이 저혈압 증상인가요",0,2,2
기타 의료상담건강상담,치루인지확인하려고 병원을가려고하는데나이27성별남성복용중인 약X기저질환X지금 항문에서 2cm정도 떨어진공간에 혹이생겼는데 분비물?같은건 안나오고 치루증상에나오는 통증 같은것도 없는데 혹시라도 치루판정을받으면 수술을해야하잖아요 근데 일정이 때문에 지금당장할수없는데 치루수술 몇달정도 미루면 많이안좋나요??,0,2,2
기타 의료상담건강상담,"어제 화장실에서 부딧친 이후 통증이 있습이다나이23성별남성안녕하세여!! 어제 화장실에서 씻다가 손을 부딧쳤습니다 통증이 있긴 했지만 붓거나 별 다른 증상은 없었는데 오늘 손을 피거나 주먹을 쥐면 통증이 있습니다 지금도 누르면 통증이 있다거나 부어있진 않습니다 그냥 타박상 일까요? 



개인 정보가 담긴 콘텐츠일 수 있어요.질문의 내용을 확인하고[사진 보기]를 눌러주세요.

사진보기",0,2,2
기타 의료상담건강상담,"신경과/정신과 약이 심박수에도 영향을 주나요?나이21성별남성명문알프라졸람정, 환인그란닥신정, 렉시프로정 이 3가지 약이 심박수를 낮추는 효과가 있나요?예전보단 확실히 심박수가 안정되어 있고 심실조기수축도 잘 안느껴지던데그냥 최근에 심신이 안정되어서 심박수도 안정되고 그런건지 저 약 덕분인지 궁금합니다.그렇다면 저 약을 끊는다면 다시 심실조기수축에 시달리게 될 지 궁금합니다.",0,2,2
기타 의료상담건강상담,고1 여학생 건강검진 피검사하나요?나이17성별여성제가 고1 여학생인데 다음주 화요일에 건강검진을 한다고 하는데 중학교때는 비만인 친구들만 피검사를 했는데 고 1 여학생들은 피검사가 필수 항목인가요?,0,2,2
근로계약고용·노동,주휴수당 관련 문의드립니당! 노무사님들매주 화요일 휴무고 주 6일로 17:00~23:00까지 하루 6시간씩 알바로 근무하고 있습니다 근로계약서에 시급 12000원 명시되있던거에 싸인하고 근로계약서를 교부받지 못한 상태로 일을 지속해왔는데 혹시 시급 12000원에 주휴수당을 따로 받을 수 있는게 맞는지 여쭤봅니당!,0,2,2
근로계약고용·노동,잠수퇴사시 법적으로 문제될 수 있나요병원에서 근무중인데요.직원이 부족해 일이너무 힘들어서 몸이 계속 아파서근무한지 4개월되었는데 월급받고 안나가고싶은데계약서에 퇴사희망일 1달전에 사직서를 내야하고고의로 직장에 해를끼쳣을시 손해배상 청구를 할것이며해당 계약서에 싸인하면 민 형사 노동법상 이의제기를 하지말라고 써있는데이 항목들 다 실제 법적으로 효력이 있는건가요?일한지 4개월밖에 안되었는데 저로인한 손배청구나 법적으로 불이익을 주는것이 가능한가요?,0,2,2
근로계약고용·노동,"1년 계약 기간의 연봉 재계약 이후 3달뒤 퇴사22년 10월 입사후, 24년 3월 말에 연봉 계약을 호봉제에서 인센티브제로 재계약한지 한 달이 지났습니다.업무와 성향 불일치로 인한 스트레스, 직장 상사와의 마찰, 이직 제안 등 복합적 이유로 퇴사를 고민중인데요...연봉계약서상 계약 기간은 내년 3월 31일까지로 되어있는데, 만약 이번 여름에 퇴사 의사를 밝히게 되면 뭔가 불이익이 생기는게 있을까요?",0,2,2
근로계약고용·노동,알바 일자리 구하기 힘드네요. 아웃소싱 3.3 프리랜서 소속으로 이용한 교모하게 법을 피해 근로자를 4대보험에 가입 안하게 하고 3개월~6개월 정규직전환이라는 수습기간 내세워알바 일자리 구하기 힘드네요. 아웃소싱 3.3 프리랜서 소속으로 이용한 교모하게 법을 피해 근로자를 4대보험에 가입 안하게 하고 3개월~6개월 정규직전환이라는 수습기간 내세워 근로자를 그 이전에 퇴사하게 만드는것이 정말 옮는 행위인지 모르겠습니다. 요즘 같은 시대 취업구하려고 해도 진짜 예전만큼 마음이 사라지고 몇번  똑같은 수에 당하니 너무 억울하고 법 개정좀 했으면 좋겠습니다.,0,2,2
근로계약고용·노동,사업장 이전으로 퇴사 시 실업급여 대상조건회사 사정으로 회사가 문을 닫으며 다른 지점으로 출근하라고 합니다.주민등록상 거주지와 거리가 왕복 3시간이 넘어 어쩔 수 없이 퇴사한다고 말한 상태입니다.회사 측에선 같이 일하길 권유했지만 알았다고 한 상태입니다.현 지점이 문을 닫는것은 확정인데 회사에서 닫는 날까지 일해야 이직확인서를해준다고 하는데  그전에 그만두면 실업급여 받을 수 없나요?,0,2,2
근로계약고용·노동,제가 실업급여를 받을 수 있을까요??저는 23년 1월 1일 부터 12월 31일까지 한 회사에서 정규직으로 일하고 비자발적 퇴사를 하였습니다그이후 일을 쉬고 있다가 실업급여를 받을수 있나보니 비자발적 퇴사는 안된다고 하더라구요 그러다가 관련이야기를 찾다보니 하루짜리 아르바이트라도 고용보험만 들어가면 1일 일을 하고 실업급여를 받을수 있다고 하는데 맞는이야기인가요?,0,2,2
근로계약고용·노동,고용보험 상실일 날짜 정정은 사업자쪽만 하면되나요??퇴사를 합의한 날짜는 5월 16일인데(15일이 휴일이라) 고용보험 상실일을16일로 신고한것 같습니다. 우선 회사에 날짜가 잘못된것 같다 확인해달라고 얘기했고 날짜 정정은 회사에서만 정정처리하면 되는건가요?아니면 저도 고용보험? 쪽에다가 정정요청을 신청해야 하나요?,0,2,2
근로계약고용·노동,"4대보험 안 해주는 프리랜서 업체 대해 여쭤봅니다.오늘 아웃소싱 업체에 전화 받았습니다. 정확히 4대보험 안하고 6개월 수습기간동안 3.3% 공제 한다고 하더라고여.요즘 잠깐 하고 그만두는 사람이 많다는 핑계로 그 이후 정규직 전환되면 4대보험한다고 합니다.. 프리랜서쪽 속소일때는 이래도 법에 어긋나지 않나요??제가 알기로는 1개월 이상, 월 8일 이상 또는 월 60시간 이상 근무했을 경우 필수라고 들었습니다. 이에 대한 요구를 요청하면 4대보험 가입 될까요?",0,2,2
근로계약고용·노동,근로조건 변경시 근로계약서 재작성 질문드려요원래는 사장님과 주 2일 근무인데 주 5일로 바뀌어서 그렇게 하기로 했어요. 그래서 근로계약서 재작성 하자고하니 미루다가 퇴사했어요.이때 근로조건 변경으로 근로계약서 미작성으로 신고가능한가요?아니면 작성하지 않았어도 재가 주5일로 바뀐것 동의하고 계속일했으니 법위반이 아닌가요?,0,2,2
근로계약고용·노동,"pc방 평일 야간 주40시간 아르바이트pc방 평일 야간 10시간 근무중입니다.근로 계약서에 4대보험 가입여부에 '가입안함',  추후에 4대보험 관련 이의제기시 '근로자'가 모든비용 부담pc방 업종 특성상 휴게시간이 변동적이고 독립적인 휴게공간이 없음을 인지하고손님이 없을때, 주문이 없을때 쉬는걸 휴게시간으로 인정한다.제 의사와 상관없이 해당 내용들을 체크하라고 했고문제가 없는 내용 인 지 추후에 확인하고 다시 말씀드리려고 했습니다.1. 근로기준법 8시간 근무 시 '1시간이상'의 휴게시간을 보장해야 된다고 나와있는데1시간 이상이라 함은 총 10시간 근무에 1시간30분 휴게시간 산정하는게 아예 문제가 없나요?4시간당 휴게30분, 8시간 휴게1시간,1시간당 10분휴게 여러 말들이 많은데 어떤게 정확한건지 모르겠습니다.2. 법에 어긋난 조항은 근로계약서에 동의하고 작성하여도 법적 효력이 없을 것 같은데, 퇴사 후 4대보험 이의제기시 민사소송 등 저에게 불이익이 있는지 궁금합니다.3. 추후에 4대보험 미가입 기간이었던 걸 신고하고 보험료만 납부하면 상관없는지 궁금합니다. 4. 해당 내용들이 문제라면 추후 사업주에게 과태료 등 처분이 궁금합니다.",0,2,2
근로계약고용·노동,강서구립가양도서관은 사기업인가요?강서구립가양도서관은 사기업인가요? 구직사이트에 채용공고등을 보면 사서자격증을 요하지 않는데 사서(9급)이렇게 적어놓은것은 정식공무원이 아니라는 말일까요? 일반 사기업이라고하면 재직중에 타 알바 겸직이 가능할까요? 4대보험을 가입하지않는 배달 알바 같은것 말이죠.,0,2,2
근로계약고용·노동,일방적인 강제적 업무 변경은 실업급여 대상이 되나요?당사자 귀책은 없으나회사가 일방적으로 회사 상황을 운운하며업무 변경을 강제 합니다위 경우 수용하지 않고 퇴사 할 경우실업급여 대상이 될까요?,0,2,2
근로계약고용·노동,사직서 날짜전에 퇴사시 사직일까지 무단결근 처리해도 되나요?근로자가 5월초에 7월31일자로 사직서를 제출하고 근무하고 있었는데 갑자기 5월16일부터 출근을 하지 않고 연락도 안됩니다. 이럴경우 7월31일까지 무단결근 처리해도 되는건가요?,0,2,2
근로계약고용·노동,근로계약보다 5개월 더 일 했는데 실업급여 신청 시 근로계약서 제출할때 문제가 될까요?근로계약서에 계약 종료일이 2023년 12월 31일로 되어있는데 계속 일 하다가 2024년 5월 31일에 퇴사 하려고합니다.고용보험 상실신고시 계약종료로 하면 근로계약서를  제출해야한다는데 실제 퇴사일보다 계약종료일이 앞서있으면 수급신청이 불가할까요?,0,2,2
근로계약고용·노동,"알바하는데 월8일이상 일하고 1개월 이상 일때국민연금 가입대상인가요?월8일이상 근무,1개월이상 지속시 국민연금 가입되나요?월60시간미만 입니다 국민연금 가입하고싶은 알바생입니다",0,2,2
근로계약고용·노동,"알바 주휴수당 6월 모의계산 해봤는데요시급1만원 





평일2일 5시간씩(10시간) 일욜6시간(1.3.5주) 일하는데요 어플에서 돌리니 주휴 받는걸로 계산되는데요 맞는건가요?",0,2,2
다이어트 식단건강관리,다이어트로 미숫가루를 먹을까 하는데 어떨까요?다이어트로 걷기와 함께 미숫가루를 하루 세번 정도 섭취를 하려고 하는데요미숫가루 곡물도 다이어트용으로 섭취하기에 괜찮을까요?,0,2,2
다이어트 식단건강관리,왜 뱃살이 가장 빼기 힘든 부위라고 하는 것일까요?다이어트를 하게 되면 흔히들 뱃살이 제일 나중에 빠진다고 하더라구요실제로 저도 운동을 해봤지만 그렇게 느끼기도 하구요.어떤 이유때문에 뱃살이 가장 늦게 빠지는 걸까요?,0,2,2
다이어트 식단건강관리,하루한끼먹으면 살은빠질꺼같은데요 단지안녕하세요 하루한끼먹으면서 다이어트를 하고싶은데 한끼를 너무많이 먹을꺼같기도하고 건강에 않좋을꺼같기도 하고 할끼니 다먹으면서  운동하면서 살빼는게 나을까요 한끼를 효과적으로먹으면서 살을 빼는게 나을까요,0,2,2
다이어트 식단건강관리,두부를 먹으면 진짜 살이 안찌나요??지인이 두부로 다이어트를 하고 있는데요두부는 많이 먹어도 살이 안찐다고 하더라구요진짜 두부는 많이 먹어도 살이 안찌나요?두부를 어떤 방식으로 먹어야 살이 안찌는건가요?,0,2,2
다이어트 식단건강관리,우리몸에서 칼로리를 태운다고 하는데 칼로리는 어떤것을 말하는 단어인가요?안녕하세요우리몸을 사용 할때는 일종의 에너지와 같이 칼로리를 태운다고 얘기하는데쉽게 말해 칼로리는 모든 음식이 소화될때 얻는 에너지를 나타내는 단어인지무엇을 말하는건지 궁금합니다.,0,2,2
다이어트 식단건강관리,김밥은 다이어트에 좋을까요? 안좋을까요?김밥을 즐겨 먹는 편인데요. 김밥을 먹으면 아무래도 적게 먹게 되니까 다이어트에 도움이 될 것 같은데 어떤가요? 김밥이 다이어트에 도움이 되나요? 아니면 그 반대인가요?,0,2,2
다이어트 식단건강관리,탄수화물 억제 캡슐 제품 혈당 억제에도 효과가 있나요?다이어트 보조제로 많이 먹는 탄수화물 억제 캡슐 제품이 식후 혈당 상승을 억제하는데도 도움이 되나요? 아니면 단순히 탄수화물 흡수만 억제해서 살찌는거에만 도움이 되는건지 궁금하네요,0,2,2
다이어트 식단건강관리,웨이트 후 단백질 먹는데 하루 두번을 운동하면??웨이트 후 30분내에 단백질을 먹고 있는데요 일요일이고 할게 없어서 오전에 한번 오후에 한번 운동을 해버렸어요오전에 단백질 파우더를 먹었는데 오후에 한번 더 먹어도 되나요??,0,2,2
